@RELATION HURRR
@ATTRIBUTE min NUMERIC
@ATTRIBUTE max NUMERIC
@ATTRIBUTE dev NUMERIC
@ATTRIBUTE class {walking,running}
@DATA
7.476677770016763,14.230728160594232,1.4881369393613701,walking
7.476677770016763,14.230728160594232,1.6199837695587402,walking
8.015889204253233,13.989117610266154,1.3126578932300912,walking
7.054818769430811,14.098584899429943,1.6868055540234548,walking
7.054818769430811,16.425193965621883,2.495983997207823,walking
4.99811762828215,19.669779757775505,4.04015877909072,walking
2.7643650411763585,19.669779757775505,4.6521524287929275,walking
2.7643650411763585,17.30250077938032,3.6110144522425993,walking
5.365368359325437,15.483938749241542,2.9082150443681862,walking
5.419633578523997,15.208302563314321,2.497037338198743,walking
6.224584034999037,15.106650698938477,2.2162610239772853,walking
6.224584034999037,15.106650698938477,1.912837766040424,walking
7.365856945187575,13.6763585422778,1.5478485245577362,walking
7.365856945187575,14.083058923633732,1.5434164175328442,walking
7.297500189818866,20.347500260945814,2.1527559111090957,walking
5.944246563494863,20.347500260945814,2.996273060303082,walking
3.7640139679760516,22.85775165822138,4.420741738410768,walking
3.4663980669583494,33.434756168895746,6.1268956543223245,walking
3.4663980669583494,33.434756168895746,5.368750940880033,walking
2.5231937332428958,34.26295850278645,5.690986344486409,walking
2.5231937332428958,34.26295850278645,5.707332446437821,walking
2.231522023103605,33.4639017641056,5.969862061307826,walking
2.231522023103605,33.4639017641056,5.920274394012845,walking
1.8410350411005243,29.526736507546545,5.310941385133835,walking
1.8410350411005243,29.526736507546545,5.105919404477095,walking
2.6317632407126936,33.63278119820509,5.339680078397805,walking
2.6317632407126936,33.63278119820509,5.467499547645457,walking
2.3251500566996146,30.52556153752414,5.113846872806209,walking
2.3251500566996146,30.52556153752414,5.15843298832174,walking
2.5792744823779477,31.758317278142382,5.161150942497042,walking
2.5792744823779477,31.758317278142382,5.214635971398769,walking
2.4094869808238575,34.877643033284876,5.5767702522214115,walking
2.4094869808238575,34.877643033284876,5.4708275301809435,walking
1.6798806111641515,36.17285032262452,5.545549313971512,walking
1.6798806111641515,36.17285032262452,5.76246294946585,walking
2.0453385077132853,27.637501301506923,4.601498472541941,walking
2.0453385077132853,29.34638429731666,4.994455619418254,walking
1.837068607715208,29.34638429731666,4.757785431224879,walking
1.837068607715208,35.412567297322276,5.767958439671901,walking
2.0664801658034975,35.412567297322276,5.544841455364457,walking
2.0664801658034975,31.002176044510556,6.020854441444809,walking
2.3390057338017822,31.002176044510556,5.917525918857909,walking
2.3390057338017822,31.53944279344491,5.450197478365739,walking
2.3994076946035263,31.53944279344491,5.316276391543979,walking
2.0117785881706145,38.15643713741494,6.032808484513302,walking
2.0117785881706145,38.15643713741494,5.8648225374260585,walking
2.3656530884417744,34.937079877296576,5.484726020287539,walking
2.3656530884417744,34.937079877296576,5.447080370911135,walking
1.811543341287202,32.14293500470313,5.57819423223482,walking
1.811543341287202,32.14293500470313,5.596683898527591,walking
1.361676359913474,34.40661014157305,5.687614373441903,walking
1.361676359913474,34.40661014157305,5.636746967614525,walking
2.2786850631694344,29.480336665974917,5.160589388906761,walking
2.2786850631694344,29.480336665974917,5.1702994069771595,walking
2.3132005459514215,30.587260110339077,5.448540114116578,walking
2.3132005459514215,30.587260110339077,5.2903896154700805,walking
2.9039545544162766,30.165416258512696,4.933477539064325,walking
2.9039545544162766,30.165416258512696,5.00409406535172,walking
2.2412380853416516,32.190450078821726,5.223137678619187,walking
2.2412380853416516,32.190450078821726,5.160440422533636,walking
3.5393193776400413,30.469813069430163,4.79742584548483,walking
3.5393193776400413,30.469813069430163,5.029035306104376,walking
2.909982997531319,33.30325209394075,5.4627754426709165,walking
2.909982997531319,33.30325209394075,5.495658394626266,walking
2.2342011506859616,23.995915567976073,4.419279487973162,walking
2.2342011506859616,30.95143642676031,5.48233011082177,walking
1.1873810226369008,30.95143642676031,5.307096733370844,walking
1.1873810226369008,33.482487217496924,5.433750698297162,walking
2.171413302838369,33.482487217496924,5.2061552108480615,walking
2.171413302838369,29.26440348857711,5.36663352723476,walking
2.750339432392166,29.26440348857711,5.297566877910798,walking
2.750339432392166,33.732969385714576,5.3731579507403655,walking
1.9197932353143465,33.732969385714576,5.5154365933326055,walking
1.9197932353143465,32.1589164719248,5.643298916642296,walking
2.16076015574205,32.1589164719248,5.4972267434496915,walking
2.16076015574205,30.293046930036205,5.516618790603724,walking
2.9778014463830864,30.293046930036205,5.233826811006019,walking
2.4676158457763844,29.936680603815383,5.154979622811488,walking
2.4676158457763844,29.936680603815383,5.005583501113926,walking
3.5661122597426456,27.98050446662161,4.84847027195149,walking
3.5661122597426456,27.98050446662161,4.799626270660077,walking
2.630599496031201,28.83818059214258,5.090823348955175,walking
2.630599496031201,28.83818059214258,5.01285043963273,walking
2.456443738232946,34.24149982100423,5.692284939046609,walking
2.456443738232946,34.24149982100423,5.703080294516273,walking
3.113630354287308,27.961557238984312,4.700169227388999,walking
3.113630354287308,27.961557238984312,4.8263522321872045,walking
2.4728342781165926,31.70345871954732,5.137374229670004,walking
2.4728342781165926,31.70345871954732,5.311897940364472,walking
2.8039438206327163,29.536812827946537,5.199635688228496,walking
2.8039438206327163,29.536812827946537,5.030946522425923,walking
1.982696131455819,29.08574530067265,4.923201329856458,walking
1.982696131455819,29.08574530067265,5.30560193461907,walking
2.4778856994898364,32.51126511929589,5.663216839641809,walking
2.4778856994898364,32.51126511929589,5.581096241514431,walking
2.8774809256779874,25.280967164834266,4.536656303443311,walking
2.8774809256779874,29.090445636191003,4.962182322753226,walking
2.80744919084364,29.090445636191003,4.933747908163194,walking
2.80744919084364,36.84869504092801,5.873434867291852,walking
2.84257279895151,36.84869504092801,5.810495363588707,walking
2.84257279895151,30.67192122400423,5.639099272134915,walking
1.57944591202112,30.67192122400423,5.7360561685957485,walking
1.57944591202112,31.623375278849046,5.654469041122146,walking
3.2320295483718304,31.623375278849046,5.392265439672249,walking
3.2320295483718304,30.91369675003224,5.327988230275608,walking
1.6727764879814613,30.91369675003224,5.24723376699625,walking
1.6727764879814613,29.11451731956087,5.691773195610224,walking
2.894070188420967,29.11451731956087,5.326283799396835,walking
2.021311443494369,32.90761579149439,5.6717416809954715,walking
2.021311443494369,32.90761579149439,5.634375603575876,walking
2.791578876519823,31.916206479460385,5.615966941890161,walking
2.791578876519823,31.916206479460385,5.580484054178936,walking
2.0567760940363424,31.345961195026625,5.525552162914644,walking
2.0567760940363424,31.345961195026625,5.50048159172669,walking
2.2854368366703386,31.228453829107583,5.41429072968777,walking
2.2854368366703386,31.228453829107583,5.538273560131856,walking
1.8099652293868582,32.31878531996331,5.687144535880476,walking
1.8099652293868582,32.31878531996331,5.6531589139305884,walking
2.61158694057554,32.452245643934596,5.4937978020035345,walking
2.61158694057554,32.452245643934596,5.482118417345903,walking
2.1227683137130704,33.09928870746086,5.511759388483392,walking
2.1227683137130704,33.09928870746086,5.496923486242483,walking
2.1156018822445186,30.02931508700097,5.185962630805868,walking
