@RELATION HURRR
@ATTRIBUTE min NUMERIC
@ATTRIBUTE max NUMERIC
@ATTRIBUTE dev NUMERIC
@ATTRIBUTE class {walking,running}
@DATA
5.257858032758676,13.940201347143349,1.9813785293545838,walking
5.9766480012713314,15.565505914614237,1.9807698994070482,walking
5.581145960405053,15.565505914614237,2.5922654478798486,walking
5.39241044366159,15.190819698156378,2.6536545901166684,walking
5.347274971899281,15.295273737401253,2.5065724380388827,walking
5.347274971899281,22.932685077006,3.554091044715431,walking
3.5188780397232295,24.871911029045474,4.933432090345672,walking
3.5188780397232295,24.871911029045474,4.407569716039036,walking
2.3829137658250144,17.436528608144567,3.7020745986636374,walking
2.3829137658250144,25.455386983005035,4.560279053557852,walking
2.963760254289252,25.455386983005035,4.11622488066861,walking
2.963760254289252,23.838311483642602,4.12744590370044,walking
3.451610796166827,23.838311483642602,3.69218468866086,walking
3.9471986682250044,20.239283089366598,3.8739650656289886,walking
3.9471986682250044,20.239283089366598,3.8918148823836685,walking
3.9951488846062038,23.936447932605024,4.112154267973162,walking
3.9951488846062038,23.936447932605024,4.171470704627128,walking
2.254258093419675,20.648793851717908,4.088631997476443,walking
2.254258093419675,20.648793851717908,4.294677584495702,walking
2.4165796883170314,17.379683130949847,3.6929317911783293,walking
2.4165796883170314,22.268066036821455,4.443331309286229,walking
2.2049032958703534,22.268066036821455,4.291066529637896,walking
2.2049032958703534,24.472404333005574,4.569483732192006,walking
4.063180507167685,24.472404333005574,4.0849695371820856,walking
2.165916358147928,24.730071447708596,4.695440481684668,walking
2.165916358147928,24.730071447708596,4.734840047065992,walking
2.5450504306763237,27.038349112343678,4.720477671976799,walking
2.5450504306763237,27.038349112343678,4.639096874675294,walking
2.7384321136104686,21.919085804232544,4.146811139274917,walking
2.7384321136104686,21.919085804232544,4.018948316985642,walking
3.00333269935625,24.920703830350067,4.1222232419114375,walking
2.3164504183063053,24.920703830350067,4.870755079154069,walking
2.3164504183063053,23.495025615301348,4.2624940315023565,walking
3.204661960112052,20.851909609473985,4.232503043891712,walking
2.0834483073768446,20.851909609473985,3.656914143285264,walking
1.9638867358755967,24.51266485916297,4.642743006577993,walking
1.9638867358755967,24.51266485916297,4.530239437091772,walking
3.07809517632694,27.690905628831903,5.079336427473731,walking
3.07809517632694,27.690905628831903,5.064295503737141,walking
2.660268144823337,27.448057680497527,4.548982853201131,walking
2.660268144823337,27.448057680497527,4.750153725110184,walking
3.1543904237735934,19.43021528402847,3.9394749011411037,walking
3.1543904237735934,27.079157660148258,4.802083441078346,walking
3.691568963958484,27.079157660148258,4.357837795750528,walking
1.9606376791731743,23.695044788227797,4.6277883014028305,walking
1.9606376791731743,23.695044788227797,4.496310753673029,walking
2.967969548597061,21.809880772166526,4.903060428990091,walking
2.967969548597061,21.809880772166526,4.671093466026964,walking
5.082082396918985,15.103699447502049,2.7879044384668106,walking
5.082082396918985,17.0319400793969,2.776806600116628,walking
4.316215660232732,17.98388117311448,3.5956652540573875,walking
4.316215660232732,17.98388117311448,3.446234644182565,walking
1.355736932025338,27.044796160156988,5.135739945947353,walking
0.9184818019170492,27.044796160156988,5.764134855605369,walking
0.9184818019170492,24.79409822315797,4.3116441684368665,walking
3.557857357960406,23.953518080337922,4.124499247314661,walking
2.3748277015787687,23.953518080337922,3.9568926199192203,walking
2.3748277015787687,22.163950132522537,4.763947362628226,walking
0.5551019902088247,22.163950132522537,4.778817280055296,walking
0.5551019902088247,28.20423711587211,5.150755318924567,walking
2.464415732312384,28.20423711587211,4.9065422032196,walking
2.360615689182103,26.846196512889232,5.221284913982032,walking
2.360615689182103,26.846196512889232,5.175364347819162,walking
1.7572306626421037,29.522251142031614,5.639794800648067,walking
1.7572306626421037,29.522251142031614,5.55822123603989,walking
1.9289930645696414,31.59645453430549,5.902204495664798,walking
1.9289930645696414,31.59645453430549,6.032347247604894,walking
1.0104213523978638,27.901724107887983,6.183194364203442,walking
1.0104213523978638,27.901724107887983,6.014570293655232,walking
1.1316461107092373,31.437837744777863,6.184088146277184,walking
1.1316461107092373,31.437837744777863,6.334126074156321,walking
1.0815757866266276,30.977840491538533,5.5209705728183405,walking
1.0815757866266276,30.977840491538533,5.496759046171483,walking
1.124296581596543,30.872148527697355,5.452843221891961,walking
1.124296581596543,30.872148527697355,5.41513156461312,walking
1.448869547420588,28.444908535627125,5.582485850134355,walking
1.448869547420588,28.444908535627125,5.655443614335475,walking
1.3664668071974426,30.262505129938123,6.232539434352585,walking
1.3664668071974426,30.262505129938123,6.116217973777062,walking
0.9973920658308002,29.81163938955585,5.630645237637359,walking
0.9973920658308002,29.81163938955585,5.75748685468429,walking
1.4031332504461989,31.192388497026354,5.9835017564103845,walking
1.3664729487465808,31.192388497026354,6.159104202556889,walking
0.9352956187051036,32.533051113099816,7.005010271784135,walking
0.9352956187051036,32.533051113099816,7.07622491912425,walking
0.9054060177389595,29.771499508507226,6.382432175339928,walking
0.9054060177389595,29.771499508507226,6.413346663012562,walking
2.1920427794048973,24.400818133421033,4.9862964301536365,walking
1.7340862593834512,24.400818133421033,5.024239720680459,walking
1.7340862593834512,33.10356461340698,6.282539667558448,walking
0.9650494151366168,33.10356461340698,6.508888936729615,walking
0.9650494151366168,28.042216138108678,6.587593284136642,walking
2.2877903315198007,28.042216138108678,6.141188139916677,walking
2.2877903315198007,28.587924924522348,5.516020446630677,walking
1.5562678948150315,28.587924924522348,5.302719639263991,walking
1.5562678948150315,31.098317013398525,5.676523542279951,walking
1.127556687476409,31.098317013398525,5.758880302582755,walking
0.9810578561487092,33.23006444928884,6.30618844367318,walking
0.9810578561487092,33.23006444928884,6.288511596640745,walking
1.2618265723775304,30.310068016150463,6.423600729065915,walking
1.2618265723775304,30.310068016150463,6.468829023406942,walking
1.275006639676297,33.17959463340362,6.073543996465843,walking
1.275006639676297,33.17959463340362,6.037885797010087,walking
1.3715278861764626,28.730626574970636,6.5362545751168275,walking
1.3715278861764626,29.09332232495328,7.046066913873469,walking
1.0969402537726878,29.09332232495328,6.255518817076359,walking
1.0969402537726878,30.98800608484473,6.273453750101849,walking
0.8029416829299052,30.98800608484473,6.435921563257363,walking
0.8029416829299052,30.453205565420195,6.361411001633291,walking
1.2320586762861885,28.709955940447472,6.056218381798309,walking
1.2320586762861885,28.709955940447472,6.076641250982597,walking
1.7840525579462843,29.740814347582177,6.227722374173306,walking
1.7840525579462843,29.740814347582177,6.350352296242869,walking
1.8253009888918457,29.304217435936177,6.2061098785149325,walking
1.8253009888918457,27.647904790379748,5.439458258357404,walking
1.7281986185260363,28.86142630888919,5.5565976129737615,walking
1.7281986185260363,28.86142630888919,5.687291980818241,walking
1.4579910139979533,30.473361692275095,5.653221007833928,walking
0.7942763589728441,30.473361692275095,6.098547885447926,walking
0.7942763589728441,33.37169106461104,6.321972302828802,walking
0.977911674683466,33.37169106461104,5.93538425745871,walking
