2014-12-11 12:11:31.076,1,0.03333334,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.05755615,-0.4981689,-0.8973083,18.38879,-8.296997,-43.51656,308.1537,305.8709,20,0.2774095,-0.09245031,-0.3197503,-0.07928795,0.003587339,0.4884945,0.3235186,-0.03738045,-0.225319,-0.06072391,-0.02887189,-0.01427367,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.110,2,0.06666667,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.05755615,-0.4981689,-0.8973083,18.38879,-8.296997,-43.51656,308.1537,305.8709,20,0.2774095,-0.09245031,-0.3197503,-0.07928795,0.003587339,0.4884945,0.3235186,-0.03738045,-0.225319,-0.06072391,-0.02887189,-0.01427367,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.143,3,0.1,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.05813599,-0.5281067,-0.8109131,18.0648,-7.799103,-43.63346,308.5913,306.3085,20,0.1827099,-0.115366,-0.3980683,-0.07928795,0.003587339,0.4884945,0.3235186,-0.03738045,-0.225319,-0.06072391,-0.02887189,-0.01427367,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.175,4,0.1333333,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,0.1020966,-0.4871368,-0.7530975,17.80902,-7.610245,-43.78376,308.9142,306.6314,20,0.02147999,-0.6748371,-0.4699028,-0.09627257,0.004242875,0.4967911,0.09301104,-0.4247365,-0.4855253,0.0681847,-0.01680123,0.1211282,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.210,5,0.1666667,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,0.04104614,-0.457428,-0.7771759,17.55325,-7.352722,-43.83387,310.1179,307.8351,20,-0.07490779,-0.5193928,0.2324564,-0.09925031,-0.01905959,0.4830685,0.05269061,-0.5512271,0.1861682,0.0726943,-0.01441358,0.1064517,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.243,6,0.2,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.08413696,-0.4563751,-0.8613281,17.39978,-7.129517,-44.05097,310.6243,308.3415,20,-0.2661723,-0.2226605,0.2234163,-0.09661453,-0.02533993,0.4822032,-0.1272332,-0.4860439,0.2545552,0.06349429,0.006304261,0.1085151,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.277,7,0.2333333,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,0.03109741,-0.4591827,-0.9235992,17.05875,-7.369873,-43.98417,309.1913,306.9085,20,0.007091465,0.01968582,-0.1335466,-0.08732737,-0.03671564,0.4687227,-0.139019,0.1579361,-0.04849983,-0.105832,-0.01303556,-0.06528813,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.310,8,0.2666667,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.001556396,-0.4607544,-0.8967896,16.95644,-7.232529,-43.85057,308.4481,306.1653,20,-0.1796659,0.1736892,-0.03614921,-0.09297055,-0.03234066,0.4685882,-0.08241954,0.006368366,-0.05807246,0.05477421,-0.01857246,0.03762952,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.345,9,0.3,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.001556396,-0.4607544,-0.8967896,16.76887,-7.284042,-43.63346,308.5345,306.2517,20,-0.1796659,0.1736892,-0.03614921,-0.09297055,-0.03234066,0.4685882,-0.08241954,0.006368366,-0.05807246,0.05477421,-0.01857246,0.03762952,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.376,10,0.3333333,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.01834106,-0.4506226,-0.9499969,16.6154,-7.438568,-43.54996,308.3744,306.0916,20,-0.001993642,-0.1116584,-0.05584436,-0.09463501,-0.02851964,0.4595989,-0.05296569,-0.1844574,-0.03462385,0.001508855,-0.01838642,-0.05095709,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.410,11,0.3666667,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,0.003753662,-0.4424438,-0.944046,16.68361,-7.129517,-43.71696,308.4588,306.176,20,0.02236496,0.09981714,0.008880044,-0.09612611,-0.03002362,0.4572122,-0.04269286,-0.00403273,-0.02369304,0.02106111,-0.002551839,-0.06239204,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.443,12,0.4,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,0.002761841,-0.4424286,-0.8977966,16.64951,-6.854813,-43.71696,308.7657,306.4829,20,-0.001198156,0.106956,0.04113332,-0.0961884,-0.02937368,0.4568229,-0.0387476,0.08472267,0.004409675,0.03011153,-0.001344859,-0.0469747,0.0.0.0,109.59.158.214,1,0
2014-12-11 12:11:31.476,13,0.4333334,56.15848,10.19941,25.0473,0,-1,48,30,1418296291,-0.02192688,-0.4734192,-0.9683228,16.88824,-6.614456,-44.11777,309.2366,306.9538,20,-0.003675162,-0.0556851,-0.0396337,-0.09372871,-0.02505874,0.4537691,-0.110335,0.05303545,0.04688251,-0.02208097,-0.021864,0.001164959,0.0.0.0,109.59.158.214,1,0
